seq_len,iso_count,n_dons,n_accs,time
900,409670,28,24,0.3957853317260742
900,1292339,32,35,2.939359188079834
900,2171279,34,38,3.3740367889404297
900,11617805,39,46,19.771252632141113
900,38282365,39,43,61.29889941215515
900,1379231,33,31,1.6462934017181396
900,237464,24,34,0.34133005142211914
900,505669,37,27,1.2152400016784668
900,38484069,42,49,67.81222677230835
900,345703,29,29,0.4132273197174072
900,6872315,32,42,4.979125261306763
900,3710927,26,50,3.662842273712158
900,3075719,27,38,2.915973424911499
900,99969,27,29,0.33256077766418457
950,12091070,40,31,16.01715064048767
950,2742615,26,43,5.385636329650879
950,32557319,37,41,39.51850414276123
950,41751359,41,36,75.63097262382507
950,8505433,34,42,12.87562084197998
950,5609699,37,32,8.199073553085327
950,2637152,35,40,3.545238494873047
950,42909263,40,46,73.15446472167969
950,74151509,37,46,108.38345742225647
950,320247,28,28,0.8340244293212891
950,4018815,28,46,5.400019407272339
950,64625519,37,40,78.2122368812561
950,37585097,38,47,114.80054664611816
950,4576669,37,32,5.786481618881226
950,12286583,35,38,24.833625078201294
950,8451809,34,41,19.36852717399597
950,69019241,50,40,151.4106261730194
950,8318683,31,40,9.405428409576416
950,4284245,34,37,5.98292875289917
950,11933876,39,39,15.576192140579224
950,100580759,47,38,139.84952211380005
950,41093793,36,53,46.166707038879395
950,83205429,39,51,196.25676107406616
950,23374607,36,36,38.614903926849365
950,23590883,37,48,39.47997570037842
950,34841746,48,37,68.1917610168457
950,46447613,34,54,56.70204281806946
950,11219075,37,37,19.78958010673523
950,17613779,40,44,26.256372690200806
950,4083773,36,33,6.0269553661346436
950,28743149,32,43,29.59920835494995
950,11975661,37,36,19.92689800262451
950,9954779,35,32,16.196719884872437
950,21699859,38,40,25.33208465576172
950,16539371,32,45,20.84184193611145
950,22461165,38,40,53.1465003490448
950,2001209,37,27,2.0972752571105957
950,33160397,40,32,31.063134908676147
950,103770179,44,43,124.1236629486084
950,1912646,32,27,2.4473400115966797
950,9717719,38,35,10.83120083808899
950,3047074,33,36,5.908661127090454
950,10257425,33,39,11.078346729278564
950,37660499,33,44,35.89784598350525
950,18000289,38,43,28.016902208328247
950,8845719,30,36,9.732017040252686
950,5958269,31,36,7.300281286239624
950,11157889,35,39,11.702413320541382
950,3539759,29,36,6.9149253368377686
950,23665697,46,35,60.658193826675415
950,62103888,47,36,105.31236267089844
950,2544479,33,29,3.205439805984497
950,40213631,41,41,46.0343599319458
950,1601622,29,36,1.8208324909210205
950,90832351,41,41,95.95925307273865
950,38832587,38,44,50.0270574092865
950,3763037,37,34,11.257638454437256
950,4119099,36,39,7.10456395149231
950,12799043,40,28,20.494656085968018
950,3493385,33,37,3.996882438659668
950,3535967,32,38,2.9417030811309814
950,54333359,41,45,88.04907655715942
950,17192351,42,34,22.65013575553894
950,63705071,39,42,107.52474403381348
950,1178727,36,26,2.938363552093506
950,1480031,37,29,2.924100399017334
950,1708495,32,36,3.2331743240356445
950,9412907,37,36,12.056585788726807
950,5950268,40,35,8.304177522659302
950,15802391,35,44,22.108713150024414
950,5590079,38,33,6.057218551635742
950,522030275,48,55,744.1070780754089
950,7983128,45,35,17.948343992233276
950,262793,28,26,0.2313096523284912
950,93767751,46,36,166.8215606212616
950,670879,27,30,0.7311811447143555
950,188817551,48,49,381.43006348609924
950,1034723,36,24,1.3764336109161377
950,17713354,36,38,23.792755603790283
950,217395229,46,59,363.68715023994446
950,811415,27,30,1.5794134140014648
950,32342075,41,38,46.132962465286255
950,107848975,49,39,146.2765154838562
950,6087239,32,34,11.728178024291992
950,25824359,39,43,46.3580276966095
950,23685149,35,43,47.467456102371216
950,1292949,30,34,2.4783413410186768
950,16839899,40,39,23.713119745254517
950,2834047,34,31,3.7228474617004395
950,8090479,36,35,13.29839015007019
950,290479,27,32,0.9735009670257568
950,3832159,42,30,9.048793315887451
950,6461363,43,30,10.998919248580933
950,16083479,31,46,21.273879766464233
950,71851251,38,48,81.60077404975891
950,15461963,40,34,18.098365306854248
950,17547347,41,35,20.033739805221558
950,19942954,40,38,27.24892497062683
950,50167423,35,47,61.77724242210388
950,13810751,43,31,17.503718852996826
1000,85257983,43,47,170.97805500030518
1000,92728379,34,46,142.88537669181824
1000,58016743,46,40,87.74144577980042
1000,17132795,43,35,42.89368295669556
1000,25512696,40,44,42.93592810630798
1000,120350001,38,51,154.7234914302826
1000,44418239,34,41,46.03462028503418
1000,84706463,46,37,89.54471921920776
1000,9279819,32,39,6.055809020996094
1000,65149523,48,35,121.43476629257202
1000,35060373,41,34,35.572409868240356
1000,27303769,35,43,70.49132871627808
1000,57034609,40,41,85.46089220046997
1000,145706853,48,38,131.41802763938904
1000,3479498,40,27,4.491236209869385
1000,306004079,40,49,359.0244200229645
1000,113364899,43,46,204.41955041885376
1000,35850446,44,38,65.63188028335571
1000,20464603,35,45,19.34098768234253
1000,288966563,53,42,417.44478273391724
1000,222362173,53,45,275.1473112106323
1000,95580725,42,42,116.76562809944153
1000,8056119,35,31,14.154327392578125
1000,34169241,39,40,50.16623044013977
1000,4385843,26,49,8.256900310516357
1000,420425583,46,47,533.7220995426178
1000,79480331,45,40,110.74104952812195
1000,826062652,51,47,1297.546134710312
1000,79292807,38,49,132.79117822647095
1000,106829749,49,40,127.95260787010193
1000,18800023,37,35,21.732231855392456
1000,152650679,41,47,239.19298243522644
1000,67033419,38,43,118.39993858337402
1000,88450879,42,44,142.1321017742157
1000,51898103,37,41,51.36600685119629
1000,23839007,38,37,40.874202728271484
1000,21001607,32,44,23.86107349395752
1000,151630943,39,48,199.10703587532043
1000,32761247,34,54,53.36621141433716
1000,59548975,43,36,95.55971169471741
1000,4486151,38,41,15.59735369682312
1000,16122619,37,35,21.265125036239624
1000,66890935,40,55,170.21372509002686
1000,19996235,38,45,35.64588212966919
1000,14734751,34,39,21.776764154434204
1000,5254895,38,31,13.278732776641846
1000,387567527,48,48,806.5020716190338
1000,45823135,35,43,72.7529878616333
1000,38966114,40,40,86.93778491020203
1000,42414700,38,46,42.392005443573
1000,50722348,35,43,52.93554377555847
1000,47710415,43,39,125.51834106445312
1000,4438970,34,31,6.282519817352295
1000,11374229,41,38,24.377986907958984
1000,47790071,38,43,53.04555606842041
1000,14851696,40,34,15.955319881439209
1000,27967951,42,39,34.017046213150024
1000,195839183,47,35,276.9373571872711
1000,79307183,41,45,85.54776573181152
1000,16161011,42,33,16.122539520263672
1000,42892031,48,38,87.89542722702026
1000,60248369,39,49,85.03428173065186
1000,67976099,50,43,201.20497703552246
1000,56637875,45,39,114.78777050971985
1000,67791391,42,42,89.97250604629517
1000,98575631,42,40,129.1403477191925
1000,321229075,50,45,496.69876050949097
1000,55900694,44,41,137.36303091049194
1000,21865793,39,42,34.925965547561646
1000,9811375,32,33,7.627321481704712
1000,44176523,34,42,34.29099917411804
1000,71657867,49,43,106.40973782539368
1000,56123939,45,40,89.22286081314087
1000,349326665,43,54,533.1593251228333
1000,13028504,35,38,28.818793535232544
1000,142294561,41,44,241.70658779144287
1000,82890859,35,51,118.85047483444214
1000,43551599,39,41,64.06537055969238
1000,92304781,50,38,101.77515459060669
1000,14034824,34,35,15.45514965057373
1000,33145119,40,44,90.55185985565186
1000,393594199,42,53,650.2653212547302
1000,67478059,42,40,108.62266755104065
1000,12607363,35,39,15.896018505096436
1000,110670495,34,48,94.52960729598999
1000,53423935,39,48,179.94260334968567
1000,24730967,35,47,46.58874821662903
1000,14720845,33,36,27.55249834060669
1000,58152719,37,45,47.857077836990356
1000,3292985,30,34,3.7430169582366943
1000,6824427,30,42,10.489873886108398
1000,197643679,46,45,312.8975787162781
1000,42619706,41,36,59.745741844177246
1000,100270071,49,39,116.53277444839478
1000,470849812,36,56,625.782071352005
1000,28088368,43,37,37.83317184448242
1000,263084719,51,41,260.71659207344055
1000,158191403,37,47,155.35034775733948
1000,18929351,26,44,20.60872173309326
1000,39941663,36,45,34.7996711730957
1050,121592767,38,44,164.90347003936768
1050,68665799,40,41,87.71277642250061
1050,259438261,40,53,453.7680027484894
1050,161053289,38,47,129.79676055908203
1050,176252029,42,46,203.93566584587097
1050,57344020,38,52,138.39027667045593
1050,428987519,44,47,415.9753863811493
1050,43564077,35,39,45.87146973609924
1050,300412574,47,46,762.5426120758057
1050,184442099,45,40,195.98913192749023
1050,10345859,33,37,20.055569171905518
1050,365276813,47,49,1137.1254601478577
1050,18250143,34,39,26.119618892669678
1050,58026779,34,43,58.081034660339355
1050,46763679,40,41,83.6708014011383
1050,207841778,46,44,281.8225886821747
1050,24246029,38,39,48.766606092453
1050,29078719,42,37,56.53486919403076
1050,30787235,34,46,45.047341108322144
1050,910694761,46,49,1143.434226989746
1050,64596905,35,48,108.91055464744568
1050,57262751,42,41,61.76948308944702
1050,147442175,39,48,184.16325092315674
1050,467496399,38,47,380.42117619514465
1050,75823311,37,39,68.77719044685364
1050,59770603,36,49,70.62430667877197
1050,3025787,34,32,5.082019567489624
1050,26654027,45,37,45.92926812171936
1050,68976531,37,46,60.496007680892944
1050,32855543,42,41,58.63169074058533
1050,177480007,42,42,233.45522046089172
1050,61487999,50,37,91.84997582435608
1050,149253385,38,46,241.9632067680359
1050,487522259,54,46,395.5854570865631
1050,34949324,35,36,30.450990915298462
1050,339739289,47,44,318.32136273384094
1050,34591033,44,33,56.06101131439209
1050,563359923,42,50,624.981251001358
1050,113535631,48,45,176.47761964797974
1050,27912173,32,54,32.41443657875061
1050,642162289,52,56,1603.6924767494202
1050,380935161,40,50,352.7943494319916
1050,7331831,40,32,9.64159107208252
1050,2425589099,47,58,3121.0526189804077
1050,30353633,35,44,42.11296248435974
1050,239710751,44,43,282.1678125858307
1050,168006137,37,50,232.1081416606903
1050,192768574,46,40,185.53895688056946
1050,56890641,35,41,53.42051911354065
1050,140908511,42,48,221.6367223262787
1050,35923410,31,48,50.58165884017944
1050,634005759,52,47,997.5279002189636
1050,296442929,37,54,406.6718213558197
1050,244943744,53,37,377.34064269065857
1050,755598671,53,46,1070.0703902244568
1050,1777856719,49,57,2920.4618628025055
1050,389998759,43,52,709.2211585044861
1050,103213610,41,46,121.84118223190308
1050,4138574559,53,56,7061.5764417648315
1050,6273935,41,28,7.560572862625122
1050,50353166,49,40,112.08281564712524
1050,111929927,40,46,162.0455241203308
1050,982713875,33,64,896.0538511276245
1050,323255859,42,48,377.97557187080383
1050,222411487,55,30,313.33676171302795
1050,24801551,31,38,26.256116151809692
1050,1154261639,42,55,1181.2732329368591
1050,44494271,37,44,58.759610176086426
1050,103162399,38,50,165.6198308467865
1050,1419208999,56,47,2658.0517797470093
1050,236394311,46,43,269.13477516174316
1050,678942359,43,51,1010.4571738243103
1050,67542853,33,50,92.69859981536865
1050,340698385,42,46,315.53991866111755
1050,259796411,40,52,306.1895589828491
1050,1721663350,57,52,4616.556557416916
1050,346025437,47,45,454.74902510643005
1050,97261499,44,43,217.57538533210754
1050,735670379,46,50,1306.0878188610077
1050,79508789,39,37,174.1754012107849
1050,376870631,44,45,389.9285523891449
1050,203860583,43,45,264.3766975402832
1050,82969223,40,49,138.89695620536804
1050,78861683,41,38,61.25525903701782
1050,257879944,42,43,273.7005879878998
1050,211687454,45,38,319.74935150146484
1050,18432827,42,35,32.44161319732666
1050,539362007,45,47,691.6970837116241
1050,1329395765,52,46,2433.2382497787476
1050,2169055460,45,54,3109.936950445175
1050,365959343,46,51,1106.0933620929718
1050,22307103,34,47,72.23904490470886
1050,281225157,35,55,584.2441260814667
1050,192659109,40,44,264.87399315834045
1050,288727343,45,42,236.69551753997803
1050,330634235,45,52,560.6083011627197
1050,774106321,46,47,1170.3779702186584
1050,40844519,44,36,58.01696538925171
1050,250715519,47,45,460.5987329483032
1050,156986759,36,50,239.0052101612091
1100,127602259,42,43,142.68687772750854
1100,324418899,42,53,390.9376263618469
1100,972888875,44,48,1633.3112514019012
1100,191784895,41,40,282.1519420146942
1100,411102195,43,47,539.7353830337524
1100,2691742249,47,56,3202.7885529994965
1100,92546495,37,42,98.62779259681702
1100,1057868455,49,54,2480.387561559677
1100,2437986998,50,53,2959.6949343681335
1100,142817171,48,39,363.23890137672424
1100,144053193,54,31,235.4196150302887
1100,1391229839,50,44,1806.3923108577728
1100,315671867,44,53,695.4809827804565
1100,2353185659,51,51,5590.162732839584
1100,1118438399,42,51,1168.9101023674011
1100,3604627239,50,55,5714.221023797989
1100,1850451447,47,49,2194.9448730945587
1100,338911019,45,47,338.8857989311218
1100,2333904159,50,47,2363.794831752777
1100,354223387,46,39,405.5816066265106
1100,2457730909,52,41,2335.9098134040833
1100,8688005207,60,49,17605.506528377533
1100,107274359,47,44,116.9489483833313
1100,44756369,36,37,76.49431848526001
1100,496767715,38,53,561.3866634368896
1100,2251553383,54,55,4866.677040100098
1100,471627856,43,47,750.5404033660889
1100,1143294191,51,42,1416.2980208396912
1100,5013415175,55,53,6606.293090105057
1100,1671945263,43,49,1567.635576248169
1100,344240959,41,47,481.810471534729
1100,48493247,36,49,86.61383581161499
1100,105230975,40,42,174.83470511436462
1100,2501912663,48,46,3506.2501969337463
1100,344576663,46,52,881.859584569931
1100,1779467419,53,47,3142.5887393951416
1100,247176767,37,45,199.99886846542358
1100,734795159,55,45,2369.7948768138885
1100,618293435,49,48,1273.741887807846
1100,997496083,48,53,1574.1792595386505
1100,20153447,35,41,17.750691175460815
1100,510177359,38,47,424.6653780937195
1100,86801549,35,47,99.19084405899048
1100,8881223,42,38,21.507212162017822
1100,192457991,34,52,206.64263033866882
1100,91169945,43,45,158.1002917289734
1100,177674199,49,38,396.3812098503113
1100,99389505,42,44,120.36473655700684
1100,1742795135,47,47,3004.106455564499
1100,82556249,38,47,96.01921701431274
1100,118698515,37,48,210.03696274757385
1100,793307545,45,50,1657.8826868534088
1100,173400773,40,48,185.54097390174866
1100,2943562715,48,56,4277.6749148368835
1100,3065675281,56,56,8145.952723503113
1100,2334870499,48,52,2840.7719571590424
1100,610959839,47,50,704.4200294017792
1100,898600823,43,57,1379.7874574661255
1100,84246615,39,46,136.58350658416748
1100,206855263,45,37,206.76599955558777
1100,295429887,45,49,431.7554271221161
1100,95915299,37,43,116.17722511291504
1100,3033899855,53,50,3002.3474400043488
1100,5902251363,52,55,6194.1338102817535
1100,243573443,47,42,371.2933213710785
1100,38027741,36,42,51.203548431396484
1100,762586604,48,43,1033.8328638076782
1100,2533110534,50,50,5803.607951402664
1100,565783550,50,49,983.0986404418945
1100,469720243,49,42,937.0639159679413
1100,1175370699,43,60,2369.254857778549
1100,142594557,43,46,156.25426054000854
1100,216996591,46,46,417.81944131851196
1100,2648664227,46,58,4881.4325749874115
1100,110732531,46,38,437.53092074394226
1100,1515394641,43,60,3056.1874117851257
1100,404152907,46,47,775.8095946311951
1100,194187669,48,40,312.85528683662415
1100,625695953,42,48,927.1098966598511
1100,268390478,36,52,222.70058012008667
1100,490157675,50,44,1314.0037865638733
1100,11410345485,53,58,18646.630029678345
1100,1834439759,49,49,1931.892420053482
1100,162878372,48,40,307.2900493144989
1100,1323816383,44,49,1644.9597358703613
1100,1375371071,43,56,1503.376919746399
1100,9558451691,63,48,12188.65060710907
1100,256185071,49,45,489.3749635219574
1100,5256552097,57,51,8796.022929906845
1100,1437137207,43,52,2793.1336953639984
1100,504769031,48,39,525.9259352684021
1100,769973103,49,49,1140.6660075187683
1100,5876353657,60,43,8364.339332342148
1100,51540821,30,44,50.15253782272339
1100,313816959,36,50,292.7939965724945
1100,228624127,37,48,498.09610056877136
1100,1709346473,43,53,1247.6109840869904
1100,175625009,42,49,352.30851101875305
1100,107192849,42,40,110.63634085655212
1100,97104639,40,39,87.84982943534851
1150,333479879,37,56,538.4621994495392
1150,205500959,45,38,240.633939743042
1150,517223423,45,40,607.8139836788177
1150,4557555029,44,51,5113.390554428101
1150,5015896689,45,61,6819.954189538956
1150,1951122917,57,52,9413.96109199524
1150,3003066239,48,52,4883.534620046616
1150,10614784101,45,55,12349.275526762009
1150,1949186107,49,51,2566.2999036312103
1150,2096788119,57,46,3487.813227415085
1150,1179931859,43,45,1701.2702858448029
1150,6470661719,52,52,5835.740871667862
1150,3323320839,52,58,8060.332379102707
1150,503495369,40,53,914.9629955291748
1150,3040344052,45,58,5263.382850646973
1150,221703199,43,42,272.6128280162811
1150,1166389355,46,55,2893.425496339798
1150,7283095199,47,54,8210.324194192886
1150,602532983,46,44,746.1577098369598
1150,2705863676,55,50,6032.78760266304
1150,2747645517,47,53,4724.582710504532
1150,220181985,35,51,297.28115725517273
1150,29385103246,60,61,56679.42542076111
1150,159503579,45,45,378.2518367767334
1150,27322652015,53,56,17895.621896982193
1150,1251979949,44,53,1271.5518572330475
1150,14327641383,47,61,29503.553027629852
1150,632023699,42,49,1160.7241110801697
1150,643454079,49,58,1525.0856239795685
1150,541767743,38,49,1283.6070349216461
1150,28550485475,60,59,59575.85922217369
1150,35285182591,55,62,53778.8998503685
1150,1159566731,45,52,1418.6868987083435
1150,121987939,37,45,182.2376549243927
1150,1699211215,43,51,2950.3902776241302
1150,311870692,43,44,556.9494762420654
1150,616217699,47,45,923.9951994419098
1150,303294722,36,48,254.05307340621948
1150,923302631,47,37,883.7012310028076
1150,834342783,37,63,1055.07257771492
1150,259603649,37,53,496.7271010875702
1150,121843071,47,34,245.10543084144592
1150,1263048242,45,46,2083.7619211673737
1150,14387667503,52,54,12635.730551958084
1150,2616755432,50,48,3678.188730239868
1150,175396199,42,52,662.3414037227631
1150,29554390943,61,58,41727.658991098404
1150,4687584139,49,51,8949.98875117302
1150,547935871,43,48,901.8715891838074
1150,20956717011,55,62,29695.741189956665
1150,31802926229,68,51,57464.066341876984
1150,2443343803,54,46,4798.220501899719
1150,537976571,42,48,851.8316733837128
1150,866357351,50,50,2048.855167388916
1150,679377569,44,54,1519.1659944057465
1150,2138527439,46,49,2276.114586830139
1150,2351742149,47,56,4537.530661821365
1150,1966879529,54,39,1921.5386323928833
1150,831876671,43,46,583.3042409420013
1150,1546066490,48,51,1302.1522607803345
1150,1582721647,50,47,2241.47433924675
1150,1174339401,57,44,1433.6763808727264
1150,14252986313,52,53,14179.219471693039
1150,1272065409,48,49,1458.4918270111084
1150,763384127,42,53,925.8818619251251
1150,58783698,42,37,102.2475655078888
1150,2824530167,44,55,5849.888147592545
1150,307753599,42,44,483.20078802108765
1150,4727390835,50,45,10452.064726829529
1150,484456415,44,51,694.2910208702087
1150,1212903599,49,43,1434.3169286251068
1150,48572944268,60,61,60731.327406167984
1150,873179849,43,54,1497.3117890357971
1150,1496145167,44,52,2678.385327100754
1150,1469037239,45,53,2913.022667646408
1150,1237635071,49,45,1339.9455032348633
1150,3940892415,45,61,5090.861571550369
1150,6851280450,51,55,9358.742860555649
1150,1483298327,40,59,1412.9561994075775
1150,9102029189,51,52,17053.597969055176
1150,30233091,37,45,39.33981943130493
1150,7613103907,58,51,17838.553382873535
1150,492080959,39,52,820.3867764472961
1150,723081023,33,51,672.4066891670227
1150,2594069395,48,45,2215.9759821891785
1150,8410134055,48,59,8044.763659954071
1150,348859435,45,55,339.1918876171112
1150,32183465,38,40,71.54765892028809
1150,11501465975,46,67,20910.70715546608
1150,1118590299,49,46,1422.5496723651886
1150,5718660847,58,50,9987.77804684639
1150,1152737887,47,47,2464.791143655777
1150,4868543475,49,51,4406.965327739716
1150,1099907654,46,51,1273.3325426578522
1150,18195320975,51,65,22619.209203243256
1150,3658380615,56,44,7849.318693399429
1150,1541216129,45,53,2016.7587983608246
1150,4491036299,51,66,10301.813146352768
1150,5161697021,43,56,5469.648660182953
1150,1035916433,43,50,1114.9257283210754
1200,30850828619,57,66,92554.83968877792
1200,1763703835,51,39,1632.1861445903778
1200,9296261819,60,50,18046.623313188553
1200,13578125444,44,59,10808.120524406433
1200,1304078799,42,56,2149.524850845337
1200,1843955999,40,57,1817.553017616272
1200,5215320095,50,53,6335.106200218201
1200,15133155695,48,53,23942.59078359604
1200,538434137,37,57,609.1323385238647
1200,25664075199,53,59,50517.26909542084
1200,1372189263,43,46,1516.8650591373444
1200,833798527,44,49,1259.8538386821747
1200,20715760925,54,54,31810.488441467285
1200,14509487903,52,52,14693.471460580826
1200,2844883325,57,43,6823.033951044083
1200,3176098913,47,50,4292.000371456146
1200,690539327,43,50,962.3872230052948
1200,3473447224,49,48,3788.162139892578
1200,23536967327,52,53,19195.413928747177
1200,2575101559,48,48,3333.9963450431824
1200,4363978511,48,48,4210.18883395195
1200,10462981884,44,60,11155.770070075989
1200,11719871645,54,58,12137.870180606842
1200,3307706723,39,56,7191.12652015686
1200,10263532739,52,58,13441.420683145523
1200,3231606859,47,54,6987.577347278595
1200,455719912,36,55,852.1492922306061
1200,124336700543,61,61,232094.9874894619
1200,243359337,50,39,454.0310311317444
1200,13496288551,51,54,14077.986182689667
1200,38046960179,59,65,71823.25050139427
1200,14386434839,54,55,23637.538295030594
1200,4406052005,52,46,4208.4637813568115
1200,3033021023,48,50,2860.8774127960205
1200,39593879,36,42,49.23938727378845
1200,1315059939,46,46,1109.9106225967407
1200,5779116883,53,52,15954.508949041367
1200,2949519095,55,44,3601.480499267578
1200,4290752079,46,51,10682.755584716797
1200,7529558794,48,54,11587.327334165573
1200,26895718601,63,47,34945.3394472599
1200,1621274831,42,50,1725.7888782024384
1200,8079987915,53,51,8935.443349599838
1200,14820663941,49,60,11352.649799823761
1200,122710853495,63,57,274737.59949350357
1200,1729544959,43,48,2005.6173758506775
1200,2356653599,45,49,2628.110962867737
1200,22411923123,56,61,48869.78443646431
1200,366816437,49,52,927.5438587665558
1200,1046792159,40,48,1095.4792563915253
1200,38578794319,59,51,42986.78177475929
1200,4808662508,46,54,10010.549929380417
1200,50615175639,58,55,81773.50109386444
1200,4513099799,44,58,5978.8529398441315
1200,69679814415,60,54,102890.93374919891
1200,1905044518,43,55,5753.4483234882355
1200,35267534647,54,57,34977.790523290634
1200,953848479,42,61,1263.8618834018707
1200,3254199704,41,62,3419.8621575832367
1200,6964608419,52,48,6631.977477550507
1200,10566434339,42,58,13300.412467956543
1200,21435987143,60,51,32493.711121320724
1200,2586734399,47,58,4167.167670726776
1200,9536447801,51,53,13222.23881983757
1200,20637893939,54,57,32296.450607776642
1200,7328652191,42,58,8641.958948850632
1200,100170830615,59,64,103111.92435455322
1200,588982391,55,37,1852.5637247562408
